,Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,Media URLs,URLs,Hashtags,Mentions
10,1266611567543582720,#COVID-19: aggiornamenti sui collegamenti da e per l'aeroporto https://t.co/KolXXrtmyj,Milan Airports,MiAirports,2020-05-30T06:05:04.000Z,Sat May 30 06:05:04 +0000 2020,0,0,it,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Tweet,,,1,1,0
11,1266611558890844166,"RT @DrAMSinghvi : party spoiler at 1yr of #Modi2.0. #FY ‘19-20, 95% pre #Covid data, shows 4.2 % #GDP growth. All Pre Covid —manufac growth, investment rate, cap formation rate, credit off take rate, exports gr rate etc—show abysmal declines. Wht r we celebrating? covid excuses yet 2start!",Guruji,nayyar76,2020-05-30T06:05:02.000Z,Sat May 30 06:05:02 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,4,0
12,1266611558240542725,"RT @ugc_india : #UGC requests Universities &amp; Colleges to sympathetically address students’ issue of payment of annual/semester fee, tuition fee, examination fee etc. till the situation due to #COVID-19 returns to normal.
#IndiaFightsCorona
@DrRPNishank @SanjayDhotreMP @HRDMinistry @PIB_India https://t.co/P2DlDsexIj",RBVRR Women's College,Rbvrrwc,2020-05-30T06:05:02.000Z,Sat May 30 06:05:02 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,Photo,https://pbs.twimg.com/media/EZLcZQfVcAA54jQ.jpg ,0,3,4
13,1266611507938369536,"RT @AlexanderKekule : Hier noch ein Versuch einer Versachlichung der Debatte über die #Covid-19 Studie von @C_Drosten. Es geht schließlich um den wissenschaftlichen Inhalt und nicht darum, wer Recht behält.
https://t.co/nFC6X7S4ji",#COVID19,COVID19Berlin,2020-05-30T06:04:50.000Z,Sat May 30 06:04:50 +0000 2020,0,0,de,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,1,1,1
14,1266611486769766400,"RT @DhanendraKumar4 : #startups showing #resilience by #innovating during #COVID:@makemytrip's #Shortstays @ZomatoIN's updated #deliveryserviceportfolio @tourhqcom's #Onlineexperiences #employ #Guides to #generate neverbefore #offering for #travellers #Harrypottertravelogues
https://t.co/K63kbSQoRs",Raj AggarwL,RajAggarwl,2020-05-30T06:04:45.000Z,Sat May 30 06:04:45 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,1,13,3
15,1266611485524049920,"Os dejo un avance de resultados de la encuesta que hemos realizado desde @MadridSalud en el confinamiento: ""Impacto de la pandemia d ela COVID-19 y el confinamiento en la salud de la población"" https://t.co/GVFh93A1n6

#COVID-19 #Confinamiento #Encuesta #Madrid #MadridSalud",Agustin Haro,agustinharoleon,2020-05-30T06:04:45.000Z,Sat May 30 06:04:45 +0000 2020,0,0,es,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",Tweet,,,1,5,1
16,1266611459427045378,"RT @jamierwilson : Interesting article on how the the German Miittelstand is mastering the #COVID crisis:

1. Use crisis as opportunity
2. Engage with customers
3. Close digital gap
4. Re-assess supply chains
5. Build flexible working
6. Cooperate
7. Consolidate

https://t.co/sIm6fJyZsV",Ulla Engelmann,ulla234,2020-05-30T06:04:39.000Z,Sat May 30 06:04:39 +0000 2020,0,0,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Retweet,,,1,1,0
17,1266611456134524929,"RT @CISFHQrs : #IndiaFightsCorona 
#CISF personnel of IOC Guwahati carried out various activities like distribution of food packets among needy, maintaining social distancing, sanitization of unit areas and other preventive measures to fight against #COVID-19 spread. https://t.co/aZvcWa3jPW",SHRI😊😊,SHRI0077,2020-05-30T06:04:38.000Z,Sat May 30 06:04:38 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Photo,https://pbs.twimg.com/media/EZPU3tYUcAEq5OW.png https://pbs.twimg.com/media/EZPU3ugUMAAXvfR.png https://pbs.twimg.com/media/EZPU3vSUwAAvIQ6.png https://pbs.twimg.com/media/EZPU3wCVAAA2DOr.png ,0,3,0
18,1266611449817899009,"RT @NeslekiEritrea : Horn of Africa: Cases of #COVID-19 as of 29 May 2020
#Eritrea : 39 (0 death)
#Ethiopia : 968 (8 deaths)
#Sudan : 4,521 (233 deaths)
#SouthSudan : 994  (10 deaths)
#Djibouti: 2,914 (20 deaths)
#Somalia: 1,828 (72 deaths)
#Kenya: 1,745 (62 deaths)",Kiflai Gerezgiher🇪🇷,Masaada,2020-05-30T06:04:36.000Z,Sat May 30 06:04:36 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,8,0
19,1266611427818774528,"RT @GovindP57895331 : Jai shree radhey krishna sir 
Thank you @MunjalDr sir for appreciating #Pharmacists as #COVID-19_Warrior.
Please lead &amp; help us in implementation of  #Dr_BL_Saini_Report for #Pharmacist_Cadre_ Rajasthan

#फार्मासिस्ट_भी_है_कैडर_का_हकदार
@ashokgehlot51
@RaghusharmaINC
@rohitksingh",Sushil Sharma,SushilS51847141,2020-05-30T06:04:31.000Z,Sat May 30 06:04:31 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,5,4
20,1266611393853349890,"RT @SaraRuto_ : We cannot let #COVID-19 stop our learning and growing as families. This is a good time for you to help your child. Do you have a daily plan, where you have set aside some time to nurture your child’s values? @KawaidaMpya, @ZiziAfrique, @dignitasproject, @Apio_Oguna #KawaidaMpya. https://t.co/Q1UGiBfG13",Zizi Afrique Foundation,ZiziAfrique,2020-05-30T06:04:23.000Z,Sat May 30 06:04:23 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Photo,https://pbs.twimg.com/media/EZILFW_X0AYMBRu.jpg ,0,2,4
21,1266611379999436802,"#Covid-19 may not be a ""infectious #disease of high consequence,"" but it is a real emergency. For more https://t.co/ptpvrBBcYQ https://t.co/0KkajFcMgD",Journal of Infectious Disease and Pathology,OfInfectious,2020-05-30T06:04:20.000Z,Sat May 30 06:04:20 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,Photo,https://pbs.twimg.com/media/EZPoVEYVcAA8DS1.jpg ,1,2,0
22,1266611375947878400,"RT @cpetersenec : He sido notificado por Contraloria General del Estado de que se ha iniciado al Exámen Especial a #Bomberos Guayaquil por mi denuncia a compras con posibles irregularidades durante la Emergencia del #Covid-19. @FiscaliaEcuador ya solo falta su parte, las víctimas exigen celeridad. https://t.co/5GdV38zI7n",JotaJota,marmotajj,2020-05-30T06:04:19.000Z,Sat May 30 06:04:19 +0000 2020,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,Photo,https://pbs.twimg.com/media/EZKT8VkU8AAo-iP.jpg https://pbs.twimg.com/media/EZKT_RhVcAAX6G5.jpg ,0,2,1
23,1266611351910117379,"RT @FSsgray : The winner of the Frost &amp; Sullivan 2019 Global New Product Innovation Award, @acuvatech, continues to make advancements to fight #COVID-19 with new UV-LED disinfection products. #acUVatech #cleantech https://t.co/FX4kEug4QG",Acuva,acuvatech,2020-05-30T06:04:13.000Z,Sat May 30 06:04:13 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,,1,3,1
24,1266611345853734918,"RT @DrAMSinghvi : party spoiler at 1yr of #Modi2.0. #FY ‘19-20, 95% pre #Covid data, shows 4.2 % #GDP growth. All Pre Covid —manufac growth, investment rate, cap formation rate, credit off take rate, exports gr rate etc—show abysmal declines. Wht r we celebrating? covid excuses yet 2start!",Manisha Jaiswal,Manisha21147624,2020-05-30T06:04:12.000Z,Sat May 30 06:04:12 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,,0,4,0
25,1266611293550673920,"RT @nidcom_gov : A message from the Chairman/CEO of Nigerian in Diaspora Commission, Hon. Abike Dabiri-Erewa to Nigerians in the diaspora to stay safe during these trying times.
Nigerians at home, Nigerians abroad, stay safe, keep safe.
#COVID19 #COVID #COVID19NIGERIA #CoronaVirusUpdate #Covid_19 https://t.co/LnpgrgDZdk",Modupe,mo_eros,2020-05-30T06:03:59.000Z,Sat May 30 06:03:59 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,Video,https://video.twimg.com/ext_tw_video/1240978967340945408/pu/pl/1S9DHQg8BDnLpj8C.m3u8?tag=10 ,0,5,0
26,1266611270846828544,"RT @kriravi : The winner of the Frost &amp; Sullivan 2019 Global New Product Innovation Award, @acuvatech, continues to make advancements to fight #COVID-19 with new UV-LED disinfection products. #acUVatech #cleantech https://t.co/XUwjhfM1a4",Acuva,acuvatech,2020-05-30T06:03:54.000Z,Sat May 30 06:03:54 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,,1,3,1
27,1266611266153525251,Mr Johnson and Mr Hancock are you still listening to the ‘scientific evidence’ or as usual ignoring it when it does not suit your agenda. #BorisJohnson #MattHancock #scientificevidence #COVID-19 #coronavirusUk #SAGE  https://t.co/6twS4oSES4,Martyn R-Slater,robinsonslater,2020-05-30T06:03:53.000Z,Sat May 30 06:03:53 +0000 2020,0,0,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Tweet,,,1,6,0
28,1266611246855487489,@GhettoRadio895 @DjDaboTrabo @edgar_ogutu Anyway its a good proof that corona #covid-19virus don't exist in Kenya we just have covid-19 as new registered business name,Peter Pinchez,Pinchez81533825,2020-05-30T06:03:48.000Z,Sat May 30 06:03:48 +0000 2020,1,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,,0,1,3
29,1266611231923695616,"RT @FSsgray : The winner of the Frost &amp; Sullivan 2019 Global New Product Innovation Award, @acuvatech, continues to make advancements to fight #COVID-19 with new UV-LED disinfection products. #acUVatech #cleantech https://t.co/WpGNkBDnDA",Acuva,acuvatech,2020-05-30T06:03:44.000Z,Sat May 30 06:03:44 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,,1,3,1
30,1266611212365766665,"RT @GowharGeelani : Greetings (Mubarak) to my Kashmiri Pandit teachers and friends on the occasion of #MelaKheerBhawani. It used to be quite an impressive annual gathering in Ganderbal’s #Tulmula. Sadly, due to #Covid-19 pandemic no such gathering is possible this time around. Better times will come",mudasir_bhat7,mudasir_bhat7,2020-05-30T06:03:40.000Z,Sat May 30 06:03:40 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,3,0
31,1266611180073816066,"RT @DrAMSinghvi : party spoiler at 1yr of #Modi2.0. #FY ‘19-20, 95% pre #Covid data, shows 4.2 % #GDP growth. All Pre Covid —manufac growth, investment rate, cap formation rate, credit off take rate, exports gr rate etc—show abysmal declines. Wht r we celebrating? covid excuses yet 2start!",jitenderpratapbhaker,bhakerone17,2020-05-30T06:03:32.000Z,Sat May 30 06:03:32 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,,0,4,0
32,1266611178287108097,"RT @bws26070280 : #COVID-19 brought unprecedented disruption all over the World, But it doesn't mean that your business has to struggle as well, Join BWS Outsourcing Services and let your business grow skyrocket!!!
@AdvisorsLocal @gatgo_travel @GsoSEOPro @journiesofalife @_AESEO @DennyDachlan https://t.co/5UXvKj3npt",Two24 Digital Marketing,AdvisorsLocal,2020-05-30T06:03:32.000Z,Sat May 30 06:03:32 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,Photo,https://pbs.twimg.com/media/EZL2MSSXkAAL7kS.jpg ,0,1,6
33,1266611176839843841,"RT @gsssps : The winner of the Frost &amp; Sullivan 2019 Global New Product Innovation Award, @acuvatech, continues to make advancements to fight #COVID-19 with new UV-LED disinfection products. #acUVatech #cleantech https://t.co/h9ZLuPd0vJ",Acuva,acuvatech,2020-05-30T06:03:31.000Z,Sat May 30 06:03:31 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,,1,3,1
34,1266611163644809216,"RT @DrAMSinghvi : party spoiler at 1yr of #Modi2.0. #FY ‘19-20, 95% pre #Covid data, shows 4.2 % #GDP growth. All Pre Covid —manufac growth, investment rate, cap formation rate, credit off take rate, exports gr rate etc—show abysmal declines. Wht r we celebrating? covid excuses yet 2start!",Lt Cdr Gokul (R),gokulchan,2020-05-30T06:03:28.000Z,Sat May 30 06:03:28 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,4,0
35,1266611107935875072,COVID-19 2nd wave would undermine recovery: US Fed chief #COVID-19 #underminerecovery #USFedchief https://t.co/N4BFtF4lk7,The Hawk,thehawk,2020-05-30T06:03:15.000Z,Sat May 30 06:03:15 +0000 2020,0,0,en,"<a href=""https://hocalwire.com"" rel=""nofollow"">Hocalwire Social Share</a>",Tweet,,,1,3,0
36,1266611095390871553,"RT @DrAMSinghvi : party spoiler at 1yr of #Modi2.0. #FY ‘19-20, 95% pre #Covid data, shows 4.2 % #GDP growth. All Pre Covid —manufac growth, investment rate, cap formation rate, credit off take rate, exports gr rate etc—show abysmal declines. Wht r we celebrating? covid excuses yet 2start!",Annant Kutharia,AnnantKutharia,2020-05-30T06:03:12.000Z,Sat May 30 06:03:12 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,4,0
37,1266611082484805634,"RT @Dinesh_Unni : #COVID-19 is a big jolt on India. But an economy of 1.3 billion people cannot let the pandemic cast a shadow over its ambitions. The onus is on the government to act.
@moneycontrolcom
#gdp https://t.co/R1R7ySBVXx",Dinesh Unnikrishnan,Dinesh_Unni,2020-05-30T06:03:09.000Z,Sat May 30 06:03:09 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,1,2,1
38,1266611081209720832,"RT @DrAMSinghvi : party spoiler at 1yr of #Modi2.0. #FY ‘19-20, 95% pre #Covid data, shows 4.2 % #GDP growth. All Pre Covid —manufac growth, investment rate, cap formation rate, credit off take rate, exports gr rate etc—show abysmal declines. Wht r we celebrating? covid excuses yet 2start!",MANJANATHA G S,manjanathags123,2020-05-30T06:03:08.000Z,Sat May 30 06:03:08 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,4,0
39,1266611044933267457,Man hires 180-seater A320 plane for four family members amid coronavirus fears.... || #India #Bhopal #Delhi #Airbus #A320 #Coronavirus #CoronavirusPandemic #Covid_19 #Pandemic #COVID #COVID19 #COVID2019 #COVIDー19 https://t.co/AQR7lo8zqE,www.THEPIGEONEXPRESS.com,TPE_connect,2020-05-30T06:03:00.000Z,Sat May 30 06:03:00 +0000 2020,0,0,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,,1,13,0
40,1266611009784954880,"RT @kelly2277 : 🔥⁦@reaDonaldTrump signed an executive order FORCING all meat plants to remain open. NOW, every worker at a Tennessee farm tested positive for #covid-19 and an Iowa pork plant closes after 550 infected‼️Our nation’s food systems are at risk‼️ https://t.co/wFa4MhTt4T",Mona Stepczyk,mstepczyk,2020-05-30T06:02:51.000Z,Sat May 30 06:02:51 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,1,1,1
41,1266610988264144897,"Interesting article on how the the German Miittelstand is mastering the #COVID crisis:

1. Use crisis as opportunity
2. Engage with customers
3. Close digital gap
4. Re-assess supply chains
5. Build flexible working
6. Cooperate
7. Consolidate

https://t.co/sIm6fJyZsV",James Wilson,jamierwilson,2020-05-30T06:02:46.000Z,Sat May 30 06:02:46 +0000 2020,0,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,,1,1,0
42,1266610891409195009,RT @InsuranceJamesD : Great work by @CityPoliceIFED and @TheIFB demonstrating the insurance industry’s tough stance against #Covid-19 scammers https://t.co/08W3jc6mQT,Graham Gibson,claimsdirector,2020-05-30T06:02:23.000Z,Sat May 30 06:02:23 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,1,1,2
43,1266610855774388224,"Morning prayer 🙏

Heavenly Father, we thank you for the new day. A day to live and glorify your name for you have protected us from all evil and the #COVID-19. Father,we pray that you make us strong and courageous as we go through this day. In Jesus' Name, Amen.
#Vsp_mediaPrayer https://t.co/OXRT4tzqSE",Vsp_media,MediaVsp,2020-05-30T06:02:15.000Z,Sat May 30 06:02:15 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,Photo,https://pbs.twimg.com/media/EZPn3CCWsAA9d-V.jpg ,0,2,0
44,1266610850439315462,"RT @gvr_fine_chem : The #COVID-19 #pandemic and the subsequent halt in #manufacturing activities is expected to affect the availability of #renewable #chemicals. Read more @ https://t.co/i9rnRoryiU

#essentialoil #aromatherapy #health #wellbeing #production #coronavirus #informationagainstcovid https://t.co/4A0V1BdHvV",Healing Heat Therapy,HealingHeatThpy,2020-05-30T06:02:13.000Z,Sat May 30 06:02:13 +0000 2020,0,0,en,"<a href=""http://www.healingheattherapy.com/"" rel=""nofollow"">HealingHeatTherapySaunaTweets</a>",Retweet,Photo,https://pbs.twimg.com/media/EZNPJIXU4AAOiEw.jpg ,1,12,0
45,1266610842469928960,"#LSR study on #Covid-19 pandemic leading to boycott-China sentiment, nationalist upswing @KanikaAhuja_1 

https://t.co/NWk7ZF2ebz",Isha Jain,ishajainTOI,2020-05-30T06:02:11.000Z,Sat May 30 06:02:11 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,,1,2,1
46,1266610835612286976,"RT @ugc_india : #UGC requests HEIs &amp; State Governments to take proactive measures to redress grievances of students &amp; stakeholders related to examinations &amp; academic calendar in view of #COVID-19.  #IndiaFightsCorona 
@DrRPNishank @SanjayDhotreMP @HRDMinistry @PIB_India @DDNewslive @AkashvaniAIR https://t.co/Ech7Ri26l8",ACS-Institution's Innovation Council,cell_acs,2020-05-30T06:02:10.000Z,Sat May 30 06:02:10 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Photo,https://pbs.twimg.com/media/EZHO8YnVAAIWxPC.jpg https://pbs.twimg.com/media/EZHO8Y4U0AYzbCR.jpg ,0,3,6
47,1266610818046623746,"RT @InstitutoBalmis : La Vacuna #covid-19 inglesa vectorizada por adenovirus afronta las fases II y III
https://t.co/JiWccmeFSg",Elena Postigo,PostigoElena,2020-05-30T06:02:06.000Z,Sat May 30 06:02:06 +0000 2020,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,1,1,0
48,1266610804159401987,"RT @McMasterU : A review of a century of evidence shows that cloth masks are, indeed, effective at blocking droplet and aerosol contamination of the environment -- which could help reduce the transmission of #COVID-19. | @MacHealthSci @CMClase @STJOESHAMILTON  https://t.co/4CFiDJXCTf",Masked SL McIntosh 😷🇨🇦,Mcatlady54,2020-05-30T06:02:02.000Z,Sat May 30 06:02:02 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,1,1,3
49,1266610799646314496,#Brasil supera #Espanha e se torna o quinto país com mais mortes por conta do #Covid-19. #Brasil é o segundo país mais afetado no mundo https://t.co/ljVL8eqqLK,Roseira. nnm,Roseira_nnm,2020-05-30T06:02:01.000Z,Sat May 30 06:02:01 +0000 2020,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,Photo,https://pbs.twimg.com/media/EZPnzj0XYAABEHy.jpg ,0,4,0
50,1266610772580249602,UK unveils plan to wind down COVID-19 furlough scheme #UK #COVID-19furloughscheme https://t.co/iGOnUDNTtz,The Hawk,thehawk,2020-05-30T06:01:55.000Z,Sat May 30 06:01:55 +0000 2020,0,0,en,"<a href=""https://hocalwire.com"" rel=""nofollow"">Hocalwire Social Share</a>",Tweet,,,1,2,0
51,1266610768432238592,"RT @FarukFirat1987 : #Minneapolis: Video showing the brutal arrest of George Floyd, who later died. So sad. Rest in peace 🌹

#GeorgeFloyd #GeorgeFloydWasMurdered #GeorgeFloydprotest #George #GeorgeLloyd #GeorgeFloydMurder #George_Floyd #GeorgeFloydrip #Corona #coronavirus #COVID__19 #Covid_19 #COVID https://t.co/080z3PALEE",❤Tsholo Hope💛,HOPE_Mataboge,2020-05-30T06:01:54.000Z,Sat May 30 06:01:54 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,Video,https://video.twimg.com/ext_tw_video/1265606174642253829/pu/pl/bJns7_u4ujx31mY2.m3u8?tag=10 ,0,14,0
52,1266610764187447296,"🧐 
12 monkeys anyone? 😳 
Monkeys steal Covid-19 test samples from health worker in India
(all recovered) 
https://t.co/36L2ClDCOc
#COVID",🄲🄻🄰🅁🄴 #StayHome 🖖🏽,Absurd_Penguin,2020-05-30T06:01:53.000Z,Sat May 30 06:01:53 +0000 2020,1,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,,1,1,0
